Name,Address,Pin,Phone,Mobile,Email,Website,Contact Person,Purpose,Aim/Objective
"Sanpada Prabhodhani, Navi Mumbai","524, Om Datta Krupa, Sanpada Sector 5 Navi Mumbai",400705 Maharashtra,,"91-98216 58038, 91-998673 54033",aaru4u2025@yahoo.com,,"Mahesh Madhvi, B Subhash",,"We are committed to social sustainable development and rights. The right to communicate freely is a basic human right and a necessity for sustainable development. Access to information is essential to informed decision-making at all levels. We are committed to the dissemination of information and promotion of sustainable development initiatives, in response to the needs of under represented and marginalized sectors of society. For bridging the data gap and improving information availability we are committed to develop and establish an ideal medium for the Participation and exchange of a trusted and accurate source of quality information"
"Sant Gadge Maharaj Samajik Sanstha, Mumbai","Nityanand Nagar, Near BPT Rly Gate 4 Mumbai",400037 Maharashtra,,"91-98208 90318, 91-98201 74436",com_sanjay@yahoo.com,,Sanjay Shinde,Community development.,Spread awareness about cleanliness collaboration with municipal corporation. Our objective is developed the youth and women in various part
"Sarva Seva Sangh, Mumbai","Gyan Ashram Campus, Mahakali Caves Road, Andheri East
Mumbai","400093
Maharashtra",91-22-28237589,91-99697 08771,sssmumbaiinm@gmail.com,,Donald D’Souza,"Working with street children, waste recycling agents, substance abusers, school drop out youth.","Into the life giving mission of god. With faith in god and humanity, sarva seva sangh reaches out to the poor and marginalized with true empathy through acts of love, concern and care with transforming and life-giving presence irrespective of caste, creed and culture"
"Save Bombay Committee, Mumbai","620, Jame Jameshed Road, Dadar East
Mumbai","400014
Maharashtra","91-22-24149688, 91-22-24155536",,kisansbc@bom5.vsnl.net.in,,Kisan Mehta,Development(General),SBC focuses on the improvement of quality of life through environmental protection and providing people with alternatives to development programmes on the basis of citizen participation
"Search Foundation, Mumbai","203, Pallavi, 244, Sector 4
Mumbai","400067
Maharashtra",91-22-28678101,,searchidea@yahoo.com,,Lalit Bandgar,"Social, educational, agriculture, research, community, health.",To reduce social barriers and develop unity among people. To develop educational facilities in rural and urban areas. To develop techniques in agriculture sector. To conduct research in various sectors and find society benifited solutions. To work for various community to develop them in all areas. To provide better medical facilities to rural and tribal areas
"Seva Dhan, Mumbai","4th Floor, Municipal Hospital Building, Bhardawadi, Andheri West
Mumbai","400058
Maharashtra","91-22-26208317, 91-22-26209565",,sevadhan@bom.3.vsnl.net.in,,Wg Cdr A D’rozario,"Development(General), Disability, Education, Health, Media, Poverty","Top expand and cater to those who have been effected by the addiction disease by means of treatment, education, awareness and help them get back into society to live normally as responsible citizens. Seva Dhan?s main vision is to have a drug free environment"
"Seva Sadan Society, Mumbai","Pandita Ramabai Road, Gamdevi
Mumbai","400007
Maharashtra","91-22-23808005, 91-22-23889109",,,,Guddi Advani,Development(General),"SSS was set up as a Charitable Institution to provide shelter and livelihood to underprivileged women. It’s activities cover education, vocational training, hobby/recreational training, welfare activities including shelter for homeless girls, hostel services and self-employment"
"Seven Seas Foundation, Mumbai","G-2, Gulnar Building","400069
Maharashtra",91-22-22917068,,pandit@lakshad.com,http://www.trainbrain.org,BhalChandra Pandit,Child counseling.,
"Shakti Charitable Trust, Mumbai","101 Patkeshwar Apt, Tps Rd, Babhai Naka, Borivali [West]
Mumbai","400092
Maharashtra",91-22-28333106,91-98336 68581,preeti_dandekar@yahoo.com,,Preeti Dandekar,Working for under priviledge children.,"We have been working for children who is suffering from bad health, education, and family negligence, we try to help n protect these children"
"Shastri Memorial Foundation, Mumbai","21, Purushottam Nagar, SV Road
Mumbai","400050
Maharashtra",,91-98202 83548,shastrimemorial@gmail.com,http://www.shastrimemorial.org,Dr S Srinivasan,,"Educational aid to girls in Khanavadi and nearby villages in purandar taluka of Pune district, Maharashtra, Western India"
"Shiva DMD Health & Education Trust, Mumbai","2, Shiv Shakti Society, Chaitanya Nagar, I.I.T Market, Powai
Mumbai","400076
Maharashtra",91-22-25773494,91-98925 59169,shivadmd@gmail.com,http://www.shivadmd.org,Preetam Singh Lingwal,Health & education.,"To adopt DMD-child & take care for better living. To support DMD & prevent neglect by promoting positive parenting, healthy families, and homes where DMD-children are valued & loved. Make health care center for DMD -child & associate with RND Organization working toward development of DMD"
"Shraddha Charitable Trust, Mumbai","14-19, Malaxmi School Bldg, 3rd Floor, B. Desai Ro
Mumbai","400026
Maharashtra",91-22-23513735,,shraddha@hathway.com,http://www.shraddhamumbai.org,"Parul Lashkari, Arti Sarvaiya","Disability, rehabilitation, training.","Our goal at Shraddha is to fight autism and mental disabilities with love and creativity. Our special employees are not deficient, just different. They can learn if you can teach. They can relate to you if you can relate to them. They can touch your heart if you open it to them. Shraddha was started in 1997 with a singular mission, of making autistic people self-confident through their own creative ability. These young adults have finished training at SPJ Sadhana school for the autistic impairment in simple job skills, such as, to name a few, sticking, plastering, moulding, pasting, pressing and folding. Here at Shraddha, they are given workshop training in making ecofriendly items, such as different types of gift bags from recycled paper, patraval items ? plates and bowls, agarbati stands, trendy jewellery beaded on safety pins, rangolis, colourful lantern bags, hand painted envelopes, Zen garden. Our specialty is the ecofriendly leaf plate which is quite a hit with our clients. We have developed a flexible method that involves intense training which is not easy to begin with. These young minds have their own sense of the environment which is different from the ones we operate in. Our staff work with them on a one to one basis. With continuous practice they gradually get adjusted to the training and become alive with enthusiasm. They are then eager to be promoted to group working. The aim is to slowly help them blossom into their own and connecting with them at their level"
"Shree Mahalaxmi Pratishtans Trust, Navi Mumbai","6, Charishma Corner, Opp. Gangaram Cinema, Station Road, Old Panvel
Navi Mumbai","410206
Maharashtra","91-22-20355299,",91-98196 51004,smptrust@gmail.com,,Manoj Unnithan & Pravin Mane,,"To improve the lives of rural poor by developing education, sports, arts, social and cultural facilities. To help victims of natural disasters like earthquake, flood, tsunami, etc. To provide medical services for tribal and slum regions and to provide food to the hungry"
"Shree Mahavir Gramudyog Vikas & Prashikshan Sanstha, Navi Mumbai","204, Shree Ramgopal Villa, Sector 4, Kharghar
Navi Mumbai","410210
Maharashtra",,91-98196 01225,shreemahavir58@gmail.com,,Ashwini Kumar Sinha,For raising funds against Bank guarantee.,We are HIV/AIDS patients rehabilitation projects at Thane looking for Bank guarantee for one year above Rs. 50 crores on refundable basis to raise the fund. BG should be in MT760 format
"Shree Yogeshwar Mahadev Trust, Mumbai","Sophia Manzil, Near Bank of India, Shivaji Park, Dadar
Mumbai
Maharashtra
400028", , ,93206 04777,symt26@gmail.com,www.symt.org.in,Shree Ramkrishna Kute,Medical Relief,"Shree yogeshwar mahadev trust, a social and charitable organisation spear headed by the founder president shri ramkrishna kute (shastri ji) firmly engaged in social welfare and women empowerment activities, education, health & nutrition. Shri ramkrishna kute ? the founder president of shree yogeshwar mahadev trust, has been always a intiator towards causes for the society and the betterment of the people. He has always believed that an individual should always give back to the society in which he dwells. He encourages people to believe that they too can make a difference to the society"
"Shri Narayanrao Navagare Education Trust, Mumbai","Mathre Chwal Sundar Nagar, Kandivali
Mumbai","400067
Maharashtra",,91-98922 43779,navagare@yahoo.co.in,,Deepak Navagare,Special education.,"Mission is to provide the quality education to all type of disable persons, with Life skills"
"Shri Pandurang Vikas Sanstha, Mumbai","Shree Society, Anandgadh, Parksite, Vikhroli (W)
Mumbai","400079
Maharashtra",91-22-25180904,,htsaid@rediffmail.com,,HarishChandra said,Upgradation of India social values.,"Networking for the access, sharing and dissemination of information relating to human rights, women empowerment, fighting for labour rights and labour welfare, cultural development, animal husbandary etc"
"Shri Vitthalrao Joshi Charities Trust, Mumbai","Parijat, Gokhale Road North
Mumbai","400028
Maharashtra",91-22-24302517,,vikaswalawalkar@walawalkarhospital.com,http://www.walawalkarhospital.com,Vikas Walawalkar,"Health, education, empowerment.",Modern hospital for rural people in Maharashtra english medium school for remote area students empowerment of women
"SHRI, Mumbai","162, Powai Plaza, Hiranandani Gardens, Powai
Mumbai","400076
Maharashtra",91-22-64460929,91-99690 15524,venkycommunity.2008@rediffmail.com,,V. S. Venkatachalam,Poverty alleviation.,To create models out of villages of Maharashtra through holistic development
